Scopus	forward backward recursive expectation maximization for concurrent speaker tracking	SCOPUS_ID:85099001169	10.1186/s13636-020-00189-x	None	Article	Full Text
Scopus	a new algorithm to train hidden markov models for biological sequences with partial labels	SCOPUS_ID:85103532002	10.1186/s12859-021-04080-0	None	Article	Full Text
Scopus	accucopyaccurate and fast inference of allele specific copy number alterations from low coverage low purity tumor sequencing data	SCOPUS_ID:85099456628	10.1186/s12859-020-03924-5	None	Article	Full Text
Scopus	deep learning based image quality improvement of <sup>18</sup>f fluorodeoxyglucose positron emission tomographya retrospective observational study	SCOPUS_ID:85103375004	10.1186/s40658-021-00377-4	None	Article	Full Text
Scopus	a representation learning model based on variational inference and graph autoencoder for predicting lncrna disease associations	SCOPUS_ID:85102932432	10.1186/s12859-021-04073-z	None	Article	Full Text
Scopus	inferring time series chromatin states for promoter enhancer pairs based on hi c data	SCOPUS_ID:85100137731	10.1186/s12864-021-07373-z	None	Article	Full Text
Scopus	improved image reconstruction of <sup>89</sup>zr immunopet studies using a bayesian penalized likelihood reconstruction algorithm	SCOPUS_ID:85099566627	10.1186/s40658-021-00352-z	None	Article	Full Text
Scopus	quantitative bone spect/ct reconstruction utilizing anatomical information	SCOPUS_ID:85098844160	10.1186/s40658-020-00348-1	None	Article	Full Text
Scopus	cross validation study between the hrrt and the pet component of the signa pet/mri system with focus on neuroimaging	SCOPUS_ID:85101749399	10.1186/s40658-020-00349-0	None	Article	Full Text
Scopus	can a penalized likelihood estimation algorithm be used to reduce the injected dose or the acquisition time in <sup>68</sup>ga dotatate pet/ct studies?	SCOPUS_ID:85101478601	10.1186/s40658-021-00359-6	None	Article	Full Text
Scopus	theranostic spect reconstruction for improved resolutionapplication to radionuclide therapy dosimetry	SCOPUS_ID:85101161881	10.1186/s40658-021-00362-x	None	Article	Full Text
Scopus	the usefulness of swiftscan technology for bone scintigraphy using a novel anthropomorphic phantom	SCOPUS_ID:85100095839	10.1038/s41598-021-82082-x	None	Article	Full Text
Scopus	interobserver variability in clinical target volume delineation in anal squamous cell carcinoma	SCOPUS_ID:85100343799	10.1038/s41598-021-82541-5	None	Article	Full Text
Scopus	behaviour specific habitat selection patterns of breeding barn owls	SCOPUS_ID:85104633592	10.1186/s40462-021-00258-6	None	Article	Full Text
Scopus	effect of data conserving respiratory motion compensation on left ventricular functional parameters assessed in gated myocardial perfusion spect	SCOPUS_ID:85099929152	10.1186/s40658-021-00355-w	None	Article	Full Text
Scopus	impact of pet data driven respiratory motion correction and bsrem reconstruction of <sup>68</sup>ga dotatate pet/ct for differentiating neuroendocrine tumors (netand intrapancreatic accessory spleens (ipas)	SCOPUS_ID:85099837136	10.1038/s41598-020-80855-4	None	Article	Full Text
Scopus	a timed tally counter for microscopic examination of thick blood smears in malaria studies	SCOPUS_ID:85098976234	10.1186/s12936-020-03530-z	None	Article	Full Text
Scopus	selecting the model for multiple imputation of missing datajust use an ic!	SCOPUS_ID:85101502233	10.1002/sim.8915	None	Article	Full Text
Scopus	monte carlo based estimation of the x ray energy spectrum for ct artifact reduction	SCOPUS_ID:85104051726	10.3390/app11073145	None	Article	Full Text
Scopus	artificial intelligence applications in military systems and their influence on sense of security of citizens	SCOPUS_ID:85103596897	10.3390/electronics10070871	None	Article	Full Text
Scopus	modelling of fueland energy switching prices by mean reverting processes and their applications to alberta energy markets	SCOPUS_ID:85103337310	10.3390/math9070709	None	Article	Full Text
Scopus	discriminative learning approach based on flexible mixture model for medical data categorization and recognition	SCOPUS_ID:85103488211	10.3390/s21072450	None	Article	Full Text
Scopus	inference in skew generalized t link models for clustered binary outcome via a parameterexpanded em algorithm	SCOPUS_ID:85103996795	10.1371/journal.pone.0249604	None	Article	Full Text
Scopus	deep learning generation of synthetic intermediate projections improves <sup>177</sup>lu spect images reconstructed with sparsely acquired projections	SCOPUS_ID:85103682608	10.2967/jnumed.120.245548	None	Article	Full Text
Scopus	associations among wearable activity tracker useexercise motivationand physical activity in a cohort of cancer survivorssecondary data analysis of the health information national trends survey	SCOPUS_ID:85104102056	10.2196/24828	None	Review	Full Text
Scopus	smixnormfast and accurate rna seq data normalization for formalin fixed paraffin embedded samples	SCOPUS_ID:85103908242	10.3389/fgene.2021.650795	None	Article	Full Text
Scopus	gaussian mixture model based soil classification using multiple cone penetration tests	SCOPUS_ID:85103463596	10.1088/1755-1315/696/1/012034	None	Conference Paper	Full Text
Scopus	a blind detection method for spatial modulation in mimo communications	SCOPUS_ID:85101860532	10.1049/cmu2.12083	None	Article	Full Text
Scopus	a robust high dimensional estimation of multinomial mixture models	SCOPUS_ID:85103031584	10.2991/jsta.d.210126.001	None	Article	Full Text
Scopus	demographic inference from multiple whole genomes using a particle filter for continuous markov jump processes	SCOPUS_ID:85102482906	10.1371/journal.pone.0247647	None	Article	Full Text
Scopus	fameventan r package for generating and modeling time to event data in family designs	SCOPUS_ID:85103556612	10.18637/jss.v097.i07	None	Article	Full Text
Scopus	marine acoustic zones of australia	SCOPUS_ID:85103512088	10.3390/jmse9030340	None	Article	Full Text
Scopus	a fixed threshold method for estimating fractional vegetation cover of maize under different levels of water stress	SCOPUS_ID:85102725670	10.3390/rs13051009	None	Article	Full Text
Scopus	modeling bivariate poisson regression for maternal and infant mortality in central java	SCOPUS_ID:85102514780	10.1063/5.0042142	None	Conference Paper	Full Text
Scopus	an estimation algorithm for general linear single particle tracking models with time varying parameters	SCOPUS_ID:85101459804	10.3390/molecules26040886	None	Article	Full Text
Scopus	amazonn (a multicollinearity adjusted adaptive lasso for zero infated count regressionwith weight of expectation maximization standard error adaptive lasso (seal alfor zero inflated poisson data	SCOPUS_ID:85102343540	10.1088/1742-6596/1776/1/012050	None	Conference Paper	Full Text
Scopus	a monte carlo expectation maximization algorithm for statistical inference of weibull process with left censored data	SCOPUS_ID:85101653420	10.1088/1757-899X/1043/5/052017	None	Conference Paper	Full Text
Scopus	a comparative study of 3d ue positioning in 5g new radio with a single station	SCOPUS_ID:85100462556	10.3390/s21041178	None	Article	Full Text
Scopus	a combined method for mems gyroscope error compensation using a long short term memory network and kalman filter in random vibration environments	SCOPUS_ID:85100475918	10.3390/s21041181	None	Article	Full Text
Scopus	sequential sampling and estimation of approximately bandlimited graph signals	SCOPUS_ID:85100923176	10.3390/s21041460	None	Article	Full Text
Scopus	multi dimensional uniform initialization gaussian mixture model for spar crack quantification under uncertainty	SCOPUS_ID:85100678762	10.3390/s21041283	None	Article	Full Text
Scopus	a modified expectation maximization approach for process data rectification	SCOPUS_ID:85100470946	10.3390/pr9020270	None	Article	Full Text
Scopus	statistical inference of truncated normal distribution based on the generalized progressive hybrid censoring	SCOPUS_ID:85100420575	10.3390/e23020186	None	Article	Full Text
Scopus	beware the pitfalls of beautyhigh quality myocardial images with resolution recovery	SCOPUS_ID:85068139483	10.1007/s12350-019-01715-x	None	Editorial	Full Text
Scopus	a comparison of methods to generate adaptive reference ranges in longitudinal monitoring	SCOPUS_ID:85101301995	10.1371/journal.pone.0247338	None	Article	Full Text
Scopus	parameter estimation of impulsive noise for channel coded communication systems	SCOPUS_ID:85100974336	10.1049/cmu2.12077	None	Article	Full Text
Scopus	coherent compensation and high resolution technology of multi band inverse synthetic aperture radar fusion imaging	SCOPUS_ID:85101599799	10.1049/rsn2.12030	None	Article	Full Text
Scopus	an improved patch based regularization method for pet image reconstruction	SCOPUS_ID:85098774288	10.21037/QIMS-20-19	None	Article	Full Text
Scopus	pelvic lymph node staging with <sup>18</sup>f dcfpyl pet/ct prior to extended pelvic lymph node dissection in primary prostate cancer the salt trial	SCOPUS_ID:85089357794	10.1007/s00259-020-04974-w	None	Article	Full Text
Scopus	machine learning based analysis of [<sup>18</sup>f]dcfpyl pet radiomics for risk stratification in primary prostate cancer	SCOPUS_ID:85088817029	10.1007/s00259-020-04971-z	None	Article	Full Text
Scopus	knockdown of arginyl trna synthetase attenuates ischemia induced cerebral cortex injury in rats after middle cerebral artery occlusion	SCOPUS_ID:85082947050	10.1007/s12975-020-00809-w	None	Article	Full Text
Scopus	thyroglobulin doubling time offers a better threshold than thyroglobulin level for selecting optimal candidates to undergo localizing [<sup>18</sup>f]fdg pet/ct in non iodine avid differentiated thyroid carcinoma	SCOPUS_ID:85089358179	10.1007/s00259-020-04992-8	None	Article	Full Text
Scopus	varying intercept regression model	SCOPUS_ID:85100813056	10.1088/1742-6596/1725/1/012022	None	Conference Paper	Full Text
Scopus	microbial flow within an air phyllosphere soil continuum	SCOPUS_ID:85100057574	10.3389/fmicb.2020.615481	None	Article	Full Text
Scopus	fadua quantification tool for prokaryotic transcriptomic analyses	SCOPUS_ID:85100252571	10.1128/mSystems.00917-20	None	Article	Full Text
Scopus	dynamic pet image reconstruction incorporating multiscale superpixel clusters	SCOPUS_ID:85100860095	10.1109/ACCESS.2021.3058807	None	Article	Full Text
Scopus	a novel cluster based wireless sensor network reliability model using the expectation maximization algorithm	SCOPUS_ID:85103550935	10.1155/2021/8869544	None	Article	Full Text
Scopus	expectation maximization algorithm of gaussian mixture model for vehicle commodity matching in logistics supply chain	SCOPUS_ID:85099953293	10.1155/2021/9305890	None	Article	Full Text
Scopus	an approach to data acquisition for urban building energy modeling using a gaussian mixture model and expectation maximization algorithm	SCOPUS_ID:85099990916	10.3390/buildings11010030	None	Article	Full Text
Scopus	using text mining to glean insights from covid 1literature	SCOPUS_ID:85102563156	10.1177/01655515211001661	None	Article	Full Text
Scopus	statistical inferences for type ii hybrid censoring data from the alpha power exponential distribution	SCOPUS_ID:85100317483	10.1371/journal.pone.0244316	None	Article	Full Text
Scopus	a mean field games model for finite mixtures of bernoulli and categorical distributions	SCOPUS_ID:85101286438	10.3934/jdg.2020033	None	Article	Full Text
Scopus	an expectation maximization algorithm for the exponential generalized inverse gaussian regression model with varying dispersion and shape for modelling the aggregate claim amount	SCOPUS_ID:85099905037	10.3390/risks9010019	None	Article	Full Text
Scopus	a gaussian mixture model with firm expectation maximization algorithm for effective signal power coverage estimation	SCOPUS_ID:85102774676	10.1007/978-3-030-69143-1_8	None	Conference Paper	Full Text
Scopus	a semiparametric approach for structural equation modeling with ordinal data	SCOPUS_ID:85101138256	10.1080/10705511.2020.1848431	None	Article	Full Text
Scopus	offline multi policy gradient for latent mixture environments	SCOPUS_ID:85098767074	10.1109/ACCESS.2020.3045300	None	Article	Full Text
Scopus	adaptive development of svsf for a feature based slam algorithm using maximum likelihood estimation and expectation maximization	SCOPUS_ID:85099907655	10.31436/IIUMEJ.V22I1.1403	None	Article	Full Text
Scopus	robust compartmental model fitting in direct emission tomography reconstruction	SCOPUS_ID:85100672318	10.1007/s00371-020-02041-x	None	Article	Full Text
Scopus	using statistical model to study the daily closing price index in the kingdom of saudi arabia (ksa)	SCOPUS_ID:85104545826	10.1155/2021/5593273	None	Article	Full Text
Scopus	divergence family contribution to data evaluation in blockchain via alpha em and log em algorithms	SCOPUS_ID:85100711515	10.1109/ACCESS.2021.3056710	None	Article	Full Text
Scopus	a competitive generalized gamma mixture model for medical image diagnosis	SCOPUS_ID:85099733053	10.1109/ACCESS.2021.3051758	None	Article	Full Text
Scopus	body shape guided motion retargeting to reduce effort on human to humanoid landmark placements	SCOPUS_ID:85102614916	10.1109/ACCESS.2021.3065140	None	Article	Full Text
Scopus	em algorithm for estimating reliability of multi release open source software based on general masked data	SCOPUS_ID:85100471124	10.1109/ACCESS.2021.3054760	None	Article	Full Text
Scopus	multi channel underdetermined blind source separation for recorded audio mixture signals using an unmanned aerial vehicle	SCOPUS_ID:85100222625	10.1049/cmu2.12109	None	Article	Full Text
Scopus	hyperspectral image restoration combining intrinsic image characterization with robust noise modeling	SCOPUS_ID:85098799795	10.1109/JSTARS.2020.3046488	None	Article	Full Text
Scopus	improved detection of in transit metastases of malignant melanoma with bsrem reconstruction in digital [<sup>18</sup>f]fdg pet/ct	SCOPUS_ID:85103217652	10.1007/s00330-021-07852-7	None	Article	Full Text
Scopus	an em algorithm for capsule regression	SCOPUS_ID:85098457492	10.1162/neco_a_01336	None	Letter	Full Text
Scopus	inverse solution of steady state responses based on sparse bayesian learning	SCOPUS_ID:85099724055	10.1109/ACCESS.2021.3051644	None	Article	Full Text
Scopus	linear dynamical model as market indicator of the national stock exchange of india	SCOPUS_ID:85104868344	10.1007/978-981-33-6919-1_6	None	Chapter	Full Text
Scopus	benchmarking of machine learning for anomaly based intrusion detection systems in the cicids201dataset	SCOPUS_ID:85100826873	10.1109/ACCESS.2021.3056614	None	Article	Full Text
Scopus	a transformation free linear regression for compositional outcomes and predictors	SCOPUS_ID:85104538034	10.1111/biom.13465	None	Article	Full Text
Scopus	bayesian network based knowledge graph inference for highway transportation safety risks	SCOPUS_ID:85102747892	10.1155/2021/6624579	None	Article	Full Text
Scopus	a comparison of optimization solvers for log binomial regression including conic programming	SCOPUS_ID:85101719896	10.1007/s00180-021-01084-5	None	Article	Full Text
Scopus	using the accelerated failure time model to analyze current status data with misclassified covariates	SCOPUS_ID:85104506900	10.1214/21-EJS1810	None	Article	Full Text
Scopus	solution strategy based on gaussian mixture models and dispersion reduction for the capacitated centered clustering problem	SCOPUS_ID:85101295178	10.7717/peerj-cs.332	None	Article	Full Text
Scopus	the generalized bayes method for high dimensional data recognition with applications to audio signal recognition	SCOPUS_ID:85098767266	10.3390/sym13010019	None	Article	Full Text
Scopus	an algorithm for non parametric estimation in state–space models	SCOPUS_ID:85090018288	10.1016/j.csda.2020.107062	None	Article	Full Text
Scopus	an efficient approach for parameters learning of bayesian network with multiple latent variables using neural networks and p em	SCOPUS_ID:85101343446	10.1007/978-3-030-67537-0_22	None	Conference Paper	Full Text
Scopus	expectation maximization algorithm for the calibration of complex simulator using a gaussian process emulator	SCOPUS_ID:85098782195	10.3390/e23010053	None	Article	Full Text
Scopus	improving the targetstrajectories estimated by an automotive radar sensor using polynomial fitting	SCOPUS_ID:85098769381	10.3390/app11010361	None	Article	Full Text
Scopus	modal regression for fixed effects panel data	SCOPUS_ID:85099079453	10.1007/s00181-020-01999-w	None	Article	Full Text
Scopus	mnn ikmixing neural network and numerical ik for human posing	SCOPUS_ID:85099773512	10.1360/SSM-2019-0335	None	Article	Full Text
Scopus	clustering of spatial cues by semantic segmentation for anechoic binaural source separation	SCOPUS_ID:85089336587	10.1016/j.apacoust.2020.107566	None	Article	Full Text
Scopus	the hla diversity of the anthony nolan register	SCOPUS_ID:85096650544	10.1111/tan.14127	None	Article	Full Text
Scopus	simultaneous truth and performance level estimation method for evaluation of target contouring in radiosurgery	SCOPUS_ID:85099704383	10.21873/anticanres.14774	None	Article	Full Text
Scopus	a comparison of different estimation methods to handle missing data in explanatory variables	SCOPUS_ID:85099448703	10.24996/ijs.2020.61.12.20	None	Article	Full Text
Scopus	specific features of grain structure evolution in hpt nanostructured cu 7.4sn bronze during subsequent heatingobtained by statistical analysis	SCOPUS_ID:85098644712	10.1063/5.0036636	None	Conference Paper	Full Text
Scopus	joint speaker localization and array calibration using expectation maximization	SCOPUS_ID:85086238237	10.1186/s13636-020-00177-1	None	Article	Full Text
Scopus	a novel detector based on em algorithm for multiple mode ofdm with index modulation	SCOPUS_ID:85081598072	10.1186/s13638-020-01676-7	None	Article	Full Text
Scopus	hard and soft em in bayesian network learning from incomplete data	SCOPUS_ID:85098092641	10.3390/a13120329	None	Article	Full Text
Scopus	constrained expectation maximisation algorithm for estimating arma models in state space representation	SCOPUS_ID:85084462665	10.1186/s13634-020-00678-3	None	Article	Full Text
Scopus	estimation of acoustic echoes using expectation maximization methods	SCOPUS_ID:85089232159	10.1186/s13636-020-00179-z	None	Article	Full Text
Scopus	evaluation of block sequential regularized expectation maximization reconstruction of <sup>68</sup>ga dotatoc<sup>18</sup>f fluorideand <sup>11</sup>c acetate whole body examinations acquired on a digital time of flight pet/ct scanner	SCOPUS_ID:85086573827	10.1186/s40658-020-00310-1	None	Article	Full Text
Scopus	bayesian beamforming for mobile millimeter wave channel tracking in the presence of doa uncertainty	SCOPUS_ID:85098005306	10.1109/TCOMM.2020.3026377	None	Article	Full Text
Scopus	severity and consolidation quantification of covid 1from ct images using deep learning based on hybrid weak labels	SCOPUS_ID:85092908805	10.1109/JBHI.2020.3030224	None	Article	Full Text
Scopus	extended exponential regression modeldiagnostics and application to mineral data	SCOPUS_ID:85097499367	10.3390/sym12122042	None	Article	Full Text
Scopus	variance based features for keyword extraction in persian and english text documents	SCOPUS_ID:85104638490	10.24200/SCI.2019.50426.1685	None	Article	Full Text
Scopus	distribution optimizationan evolutionary algorithm to separate gaussian mixtures	SCOPUS_ID:85078311973	10.1038/s41598-020-57432-w	None	Article	Full Text
Scopus	color and direction invariant nonlocal self similarity prior and its application to color image denoising	SCOPUS_ID:85095609323	10.1007/s11432-020-2880-3	None	Article	Full Text
Scopus	evaluation of the efficiency of genomic versus pedigree predictions for growth and wood quality traits in scots pine	SCOPUS_ID:85096037889	10.1186/s12864-020-07188-4	None	Article	Full Text
