Scopus	parameter estimation for composite dynamical systems based on sequential order statistics from burr type xii mixture distribution	SCOPUS_ID:85104868766	10.3390/math9080810	None	Article	Full Text
Scopus	calculation of dynamic viscosity in concentrated cementitious suspensionsprobabilistic approximation and bayesian analysis	SCOPUS_ID:85104737805	10.3390/ma14081971	None	Article	Full Text
Scopus	inference of stress strength reliability for two parameter of exponentiated gumbel distribution based on lower record values	SCOPUS_ID:85103907110	10.1371/journal.pone.0249028	None	Article	Full Text
Scopus	mobility aware privacy preserving mobile crowdsourcing<sup>†</sup>	SCOPUS_ID:85103479881	10.3390/s21072474	None	Article	Full Text
Scopus	comparison of parametric and non parametric bayesian inference for fusing sensory estimates in physiological time series analysis	SCOPUS_ID:85101222450	10.1049/htl2.12003	None	Article	Full Text
Scopus	bayesian inference for finite mixture regression model based on non iterative algorithm	SCOPUS_ID:85102946387	10.3390/math9060590	None	Article	Full Text
Scopus	generalized skew laplace random fieldsbayesian spatial prediction for skew and heavy tailed data	SCOPUS_ID:85103016693	10.2991/jsta.d.210111.001	None	Article	Full Text
Scopus	new generalized x familymodeling the reliability engineering applications	SCOPUS_ID:85103590352	10.1371/journal.pone.0248312	None	Article	Full Text
Scopus	data simulation with markov chain monte carlogibbs samplingand bayes (beta binomialmethods as the parameter estimations of spatial bivariate probit regression model	SCOPUS_ID:85101616842	10.1063/5.0040332	None	Conference Paper	Full Text
Scopus	bayesian inference for general half normally distributed lifetime products	SCOPUS_ID:85101493922	10.1088/1757-899X/1043/3/032031	None	Conference Paper	Full Text
Scopus	use of bayesian markov chain monte carlo methods to model kuwait medical genetic center dataan application to down syndrome and mental retardation	SCOPUS_ID:85100464603	10.3390/math9030248	None	Article	Full Text
Scopus	a zero inflated latent dirichlet allocation model for microbiome studies	SCOPUS_ID:85100563135	10.3389/fgene.2020.602594	None	Article	Full Text
Scopus	bayesian logistic regression and its application for hypothyroid prediction in post radiation nasopharyngeal cancer patients	SCOPUS_ID:85100754485	10.1088/1742-6596/1725/1/012010	None	Conference Paper	Full Text
Scopus	bayesian gaussian finite mixture model	SCOPUS_ID:85100804368	10.1088/1742-6596/1725/1/012084	None	Conference Paper	Full Text
Scopus	bayesian analysis of a quantile multilevel item response theory model	SCOPUS_ID:85099758251	10.3389/fpsyg.2020.607731	None	Article	Full Text
Scopus	bayesian estimation based on sequential order statistics for heterogeneous baseline gompertz distributions	SCOPUS_ID:85099765764	10.3390/math9020145	None	Article	Full Text
Scopus	authorship attribution of morsi gameel aziz’s lyricsa clustering based stylometry approach	SCOPUS_ID:85103664803	10.52462/jlls.36	None	Article	Full Text
Scopus	sensor fault diagnosis based on adaptive arc fuzzy dbn petri net	SCOPUS_ID:85100456882	10.1109/ACCESS.2021.3053272	None	Article	Full Text
Scopus	bayesian sparse convex clustering via global local shrinkage priors	SCOPUS_ID:85103667138	10.1007/s00180-021-01101-7	None	Article	Full Text
Scopus	bayesian estimation of single test reliability coefficients	SCOPUS_ID:85103224585	10.1080/00273171.2021.1891855	None	Article	Full Text
Scopus	on a new modification of the weibull model with classical and bayesian analysis	SCOPUS_ID:85102616317	10.1155/2021/5574112	None	Article	Full Text
Scopus	genetic parameters for ultrasound evaluated carcass and body traits in anglo nubian goats	SCOPUS_ID:85097929965	10.17533/udea.rccp.v34n1a04	None	Article	Full Text
Scopus	bayesian estimation and model comparison for linear dynamic panel models with missing values	SCOPUS_ID:85101271369	10.1111/anzs.12316	None	Article	Full Text
Scopus	bicornan r package for integrative inference of de novo cis regulatory modules	SCOPUS_ID:85084787643	10.1038/s41598-020-63043-2	None	Article	Full Text
Scopus	a spatio temporal analysis to identify the drivers of malaria transmission in bhutan	SCOPUS_ID:85083962030	10.1038/s41598-020-63896-7	None	Article	Full Text
Scopus	precipitation downscaling with gibbs samplingan improved method for producing realisticweather dependentand anisotropic fields	SCOPUS_ID:85091945798	10.1175/JHM-D-20-0069.1	None	Article	Full Text
Scopus	urdu documents clustering with unsupervised and semi supervised probabilistic topic modeling	SCOPUS_ID:85095857960	10.3390/info11110518	None	Article	Full Text
Scopus	bayesian variable selection in linear quantile mixed models for longitudinal data with application to macular degeneration	SCOPUS_ID:85094835103	10.1371/journal.pone.0241197	None	Article	Full Text
Scopus	bayesian inference in multivariate spatio temporal areal models using inlaanalysis of gender based violence in small areas	SCOPUS_ID:85085364953	10.1007/s00477-020-01808-x	None	Article	Full Text
Scopus	determinants of malaria among under five children in ethiopiabayesian multilevel analysis	SCOPUS_ID:85092370282	10.1186/s12889-020-09560-1	None	Article	Full Text
Scopus	estimating cdms using the slice within gibbs sampler	SCOPUS_ID:85092320967	10.3389/fpsyg.2020.02260	None	Article	Full Text
Scopus	a dirichlet process prior approach for covariate selection	SCOPUS_ID:85090497064	10.3390/E22090948	None	Article	Full Text
Scopus	gdtmgraph based dynamic topic models	SCOPUS_ID:85085024680	10.1007/s13748-020-00206-2	None	Article	Full Text
Scopus	estimation of genetic parameters and trends for production traits of dairy cattle in thailand using a multiple trait multiple lactation test day model	SCOPUS_ID:85092563085	10.5713/ajas.19.0141	None	Article	Full Text
Scopus	a general three parameter logistic model with time effect	SCOPUS_ID:85089822179	10.3389/fpsyg.2020.01791	None	Article	Full Text
Scopus	dependence rayleigh competing risks model with generalized censored data	SCOPUS_ID:85090787070	10.23919/JSEE.2020.000058	None	Article	Full Text
Scopus	multi trait multi locus sem model discriminates snps of different effects	SCOPUS_ID:85088881428	10.1186/s12864-020-06833-2	None	Article	Full Text
Scopus	a comparison of monte carlo sampling methods for metabolic network models	SCOPUS_ID:85087639124	10.1371/journal.pone.0235393	None	Article	Full Text
Scopus	investigation of porcine candidate genes for improving marbling score and meat quality traits in commercial swine breeds in thailand	SCOPUS_ID:85087413704	10.4238/gmr18615	None	Article	Full Text
Scopus	expert refined topic models to edit topic clusters in image analysis applied towelding engineering	SCOPUS_ID:85091815302	10.3390/INFORMATICS7030021	None	Article	Full Text
Scopus	on the modeling of the new student acceptance status through science and technology written test using bernoulli mixture model	SCOPUS_ID:85088302557	10.1088/1742-6596/1538/1/012062	None	Conference Paper	Full Text
Scopus	robust bayesian regression with synthetic posterior distributions	SCOPUS_ID:85087687478	10.3390/E22060661	None	Article	Full Text
Scopus	what can be sampled locally?	SCOPUS_ID:85046015826	10.1007/s00446-018-0332-8	None	Article	Full Text
Scopus	a bayesian approach to heavy tailed finite mixture autoregressive models	SCOPUS_ID:85089195675	10.3390/SYM12060929	None	Article	Full Text
Scopus	a shadow test approach to adaptive item calibration	SCOPUS_ID:85086742805	10.1007/s11336-020-09703-8	None	Article	Full Text
Scopus	timeand learner dependent hidden markov model for writing process analysis using keystroke log data	SCOPUS_ID:85081913316	10.1007/s40593-019-00189-9	None	Article	Full Text
Scopus	probabilistic solar power forecasting based on weather scenario generation	SCOPUS_ID:85082127669	10.1016/j.apenergy.2020.114823	None	Article	Full Text
Scopus	statistical analysis of a lifetime distribution with a bathtub shaped failure rate function under adaptive progressive type ii censoring	SCOPUS_ID:85085569001	10.3390/MATH8050670	None	Article	Full Text
Scopus	a clustering based scenario generation framework for power market simulation with wind integration	SCOPUS_ID:85087871386	10.1063/5.0006480	None	Article	Full Text
Scopus	renormalization analysis of topic models	SCOPUS_ID:85086115959	10.3390/E22050556	None	Article	Full Text
Scopus	inference on dengue epidemics with bayesian regime switching models	SCOPUS_ID:85084695405	10.1371/journal.pcbi.1007839	None	Article	Full Text
Scopus	analyzing the influence of hyper parameters and regularizers of topic modeling in terms of renyi entropy	SCOPUS_ID:85086122917	10.3390/E22040394	None	Article	Full Text
Scopus	outlier insensitive bayesian inference for linear inverse problems (outibiwith applications to space geodetic data	SCOPUS_ID:85089406800	10.1093/gji/ggz559	None	Article	Full Text
